Section rank,Number of disrupted edges,Disrupted edges,Flow trains,Gauge,Trips analysed,Intact Trips,Rerouted Trips,Blocked Trips,Avg Detour (mi),Avg Delay (min)
266,61,"[((-0.8081395, 53.0963608), (-0.8063688, 53.0932624)), ((-0.809519, 53.0987743), (-0.8081395, 53.0963608)), ((-0.8063688, 53.0932624), (-0.8058657, 53.0924114)), ((-0.8151325, 53.1752357), (-0.809519, 53.0987743)), ((-0.8058657, 53.0924114), (-0.8045592, 53.0901356)), ((-0.8151325, 53.1752357), (-0.8151003, 53.1758799)), ((-0.8045592, 53.0901356), (-0.7977588, 53.0783174)), ((-0.835164, 53.203336), (-0.8151003, 53.1758799)), ((-0.8353037, 53.2034259), (-0.835164, 53.203336)), ((-0.8374614, 53.204792), (-0.8353037, 53.2034259)), ((-0.8375583, 53.2048504), (-0.8374614, 53.204792)), ((-0.8421579, 53.2072934), (-0.8375583, 53.2048504)), ((-0.8424611, 53.207429), (-0.8421579, 53.2072934)), ((-0.8820385, 53.2440578), (-0.8424611, 53.207429)), ((-0.8820385, 53.2440578), (-0.8820073, 53.2443196)), ((-0.8922429, 53.2589641), (-0.8820073, 53.2443196)), ((-0.8923734, 53.2590379), (-0.8922429, 53.2589641)), ((-0.904649, 53.2658425), (-0.8923734, 53.2590379)), ((-0.9052401, 53.266167), (-0.904649, 53.2658425)), ((-0.9163557, 53.2761835), (-0.9052401, 53.266167)), ((-0.916407, 53.2763778), (-0.9163557, 53.2761835)), ((-0.916407, 53.2763778), (-0.9162322, 53.2914254)), ((-0.9162322, 53.2914254), (-0.9161801, 53.2935049)), ((-0.9232829, 53.3034441), (-0.9161801, 53.2935049)), ((-0.9280165, 53.3059482), (-0.9232829, 53.3034441)), ((-0.931692, 53.3077461), (-0.9280165, 53.3059482)), ((-0.9397767, 53.3112122), (-0.931692, 53.3077461)), ((-0.9399092, 53.3112692), (-0.9397767, 53.3112122)), ((-0.9413299, 53.3118401), (-0.9399092, 53.3112692)), ((-0.9419121, 53.3120734), (-0.9413299, 53.3118401)), ((-0.9426585, 53.3123709), (-0.9419121, 53.3120734)), ((-0.9433376, 53.3126516), (-0.9426585, 53.3123709)), ((-0.944377, 53.3131067), (-0.9433376, 53.3126516)), ((-0.9445289, 53.3131722), (-0.944377, 53.3131067)), ((-0.9455758, 53.3136569), (-0.9445289, 53.3131722)), ((-0.9457916, 53.3137637), (-0.9455758, 53.3136569)), ((-0.9512935, 53.317571), (-0.9457916, 53.3137637)), ((-0.9612336, 53.3254981), (-0.9512935, 53.317571)), ((-0.9623482, 53.3263873), (-0.9612336, 53.3254981)), ((-0.9626123, 53.3266034), (-0.9623482, 53.3263873)), ((-1.0156008, 53.4103642), (-0.9626123, 53.3266034)), ((-1.0161167, 53.4123963), (-1.0156008, 53.4103642)), ((-1.0161636, 53.4125748), (-1.0161167, 53.4123963)), ((-1.0163224, 53.4131765), (-1.0161636, 53.4125748)), ((-1.016363, 53.4133677), (-1.0163224, 53.4131765)), ((-1.0182363, 53.4210153), (-1.016363, 53.4133677)), ((-1.0182363, 53.4210153), (-1.0176851, 53.427345)), ((-1.0176851, 53.427345), (-1.0176342, 53.4274602)), ((-1.0176342, 53.4274602), (-1.017528, 53.4277065)), ((-1.017528, 53.4277065), (-1.0162953, 53.430438)), ((-1.0162953, 53.430438), (-1.0147584, 53.4350775)), ((-1.0147584, 53.4350775), (-1.0147519, 53.4353275)), ((-1.0147519, 53.4353275), (-1.0147427, 53.4364246)), ((-1.0253918, 53.4471882), (-1.0147427, 53.4364246)), ((-1.0663854, 53.4779707), (-1.0253918, 53.4471882)), ((-1.0748515, 53.4852151), (-1.0663854, 53.4779707)), ((-1.0750305, 53.4853697), (-1.0748515, 53.4852151)), ((-1.079528, 53.489041), (-1.0750305, 53.4853697)), ((-1.0797185, 53.4891793), (-1.079528, 53.489041)), ((-1.1129196, 53.501705), (-1.0797185, 53.4891793)), ((-1.1157892, 53.5023067), (-1.1129196, 53.501705))]",115,Gauge 6,5211,5071 (97.3%),140 (2.7%),0 (0.0%),0.30,2.6
266,61,"[((-0.8081395, 53.0963608), (-0.8063688, 53.0932624)), ((-0.809519, 53.0987743), (-0.8081395, 53.0963608)), ((-0.8063688, 53.0932624), (-0.8058657, 53.0924114)), ((-0.8151325, 53.1752357), (-0.809519, 53.0987743)), ((-0.8058657, 53.0924114), (-0.8045592, 53.0901356)), ((-0.8151325, 53.1752357), (-0.8151003, 53.1758799)), ((-0.8045592, 53.0901356), (-0.7977588, 53.0783174)), ((-0.835164, 53.203336), (-0.8151003, 53.1758799)), ((-0.8353037, 53.2034259), (-0.835164, 53.203336)), ((-0.8374614, 53.204792), (-0.8353037, 53.2034259)), ((-0.8375583, 53.2048504), (-0.8374614, 53.204792)), ((-0.8421579, 53.2072934), (-0.8375583, 53.2048504)), ((-0.8424611, 53.207429), (-0.8421579, 53.2072934)), ((-0.8820385, 53.2440578), (-0.8424611, 53.207429)), ((-0.8820385, 53.2440578), (-0.8820073, 53.2443196)), ((-0.8922429, 53.2589641), (-0.8820073, 53.2443196)), ((-0.8923734, 53.2590379), (-0.8922429, 53.2589641)), ((-0.904649, 53.2658425), (-0.8923734, 53.2590379)), ((-0.9052401, 53.266167), (-0.904649, 53.2658425)), ((-0.9163557, 53.2761835), (-0.9052401, 53.266167)), ((-0.916407, 53.2763778), (-0.9163557, 53.2761835)), ((-0.916407, 53.2763778), (-0.9162322, 53.2914254)), ((-0.9162322, 53.2914254), (-0.9161801, 53.2935049)), ((-0.9232829, 53.3034441), (-0.9161801, 53.2935049)), ((-0.9280165, 53.3059482), (-0.9232829, 53.3034441)), ((-0.931692, 53.3077461), (-0.9280165, 53.3059482)), ((-0.9397767, 53.3112122), (-0.931692, 53.3077461)), ((-0.9399092, 53.3112692), (-0.9397767, 53.3112122)), ((-0.9413299, 53.3118401), (-0.9399092, 53.3112692)), ((-0.9419121, 53.3120734), (-0.9413299, 53.3118401)), ((-0.9426585, 53.3123709), (-0.9419121, 53.3120734)), ((-0.9433376, 53.3126516), (-0.9426585, 53.3123709)), ((-0.944377, 53.3131067), (-0.9433376, 53.3126516)), ((-0.9445289, 53.3131722), (-0.944377, 53.3131067)), ((-0.9455758, 53.3136569), (-0.9445289, 53.3131722)), ((-0.9457916, 53.3137637), (-0.9455758, 53.3136569)), ((-0.9512935, 53.317571), (-0.9457916, 53.3137637)), ((-0.9612336, 53.3254981), (-0.9512935, 53.317571)), ((-0.9623482, 53.3263873), (-0.9612336, 53.3254981)), ((-0.9626123, 53.3266034), (-0.9623482, 53.3263873)), ((-1.0156008, 53.4103642), (-0.9626123, 53.3266034)), ((-1.0161167, 53.4123963), (-1.0156008, 53.4103642)), ((-1.0161636, 53.4125748), (-1.0161167, 53.4123963)), ((-1.0163224, 53.4131765), (-1.0161636, 53.4125748)), ((-1.016363, 53.4133677), (-1.0163224, 53.4131765)), ((-1.0182363, 53.4210153), (-1.016363, 53.4133677)), ((-1.0182363, 53.4210153), (-1.0176851, 53.427345)), ((-1.0176851, 53.427345), (-1.0176342, 53.4274602)), ((-1.0176342, 53.4274602), (-1.017528, 53.4277065)), ((-1.017528, 53.4277065), (-1.0162953, 53.430438)), ((-1.0162953, 53.430438), (-1.0147584, 53.4350775)), ((-1.0147584, 53.4350775), (-1.0147519, 53.4353275)), ((-1.0147519, 53.4353275), (-1.0147427, 53.4364246)), ((-1.0253918, 53.4471882), (-1.0147427, 53.4364246)), ((-1.0663854, 53.4779707), (-1.0253918, 53.4471882)), ((-1.0748515, 53.4852151), (-1.0663854, 53.4779707)), ((-1.0750305, 53.4853697), (-1.0748515, 53.4852151)), ((-1.079528, 53.489041), (-1.0750305, 53.4853697)), ((-1.0797185, 53.4891793), (-1.079528, 53.489041)), ((-1.1129196, 53.501705), (-1.0797185, 53.4891793)), ((-1.1157892, 53.5023067), (-1.1129196, 53.501705))]",115,Gauge 10,864,850 (98.4%),14 (1.6%),0 (0.0%),0.17,2.7
267,27,"[((-1.175082, 53.2977153), (-1.1748809, 53.297899)), ((-1.1748809, 53.297899), (-1.1624269, 53.3096446)), ((-1.1828182, 53.2907073), (-1.175082, 53.2977153)), ((-1.1624269, 53.3096446), (-1.1623165, 53.3097554)), ((-1.182969, 53.2905717), (-1.1828182, 53.2907073)), ((-1.1623165, 53.3097554), (-1.1612513, 53.3108578)), ((-1.2064865, 53.2763263), (-1.182969, 53.2905717)), ((-1.1612513, 53.3108578), (-1.1610128, 53.3111063)), ((-1.2116484, 53.273255), (-1.2064865, 53.2763263)), ((-1.1610128, 53.3111063), (-1.1579218, 53.3143153)), ((-1.2153254, 53.26977), (-1.2116484, 53.273255)), ((-1.1579218, 53.3143153), (-1.1577719, 53.3144727)), ((-1.215522, 53.269467), (-1.2153254, 53.26977)), ((-1.1577719, 53.3144727), (-1.1557407, 53.3165817)), ((-1.2163319, 53.2630308), (-1.215522, 53.269467)), ((-1.1557407, 53.3165817), (-1.155468, 53.3168584)), ((-1.2163319, 53.2630308), (-1.2163012, 53.2628144)), ((-1.155468, 53.3168584), (-1.1554288, 53.3168984)), ((-1.2163012, 53.2628144), (-1.2108698, 53.2269743)), ((-1.1554288, 53.3168984), (-1.1482885, 53.3187601)), ((-1.2110034, 53.2266418), (-1.2108698, 53.2269743)), ((-1.1482885, 53.3187601), (-1.1450093, 53.3180961)), ((-1.2111935, 53.2261924), (-1.2110034, 53.2266418)), ((-1.2112714, 53.2259991), (-1.2111935, 53.2261924)), ((-1.2112714, 53.2259991), (-1.2024215, 53.2035957)), ((-1.2036203, 53.2096571), (-1.2024215, 53.2035957)), ((-1.3427546, 53.0661714), (-1.2036203, 53.2096571))]",115,Gauge 6,5211,5096 (97.8%),115 (2.2%),0 (0.0%),0.77,0.0
267,27,"[((-1.175082, 53.2977153), (-1.1748809, 53.297899)), ((-1.1748809, 53.297899), (-1.1624269, 53.3096446)), ((-1.1828182, 53.2907073), (-1.175082, 53.2977153)), ((-1.1624269, 53.3096446), (-1.1623165, 53.3097554)), ((-1.182969, 53.2905717), (-1.1828182, 53.2907073)), ((-1.1623165, 53.3097554), (-1.1612513, 53.3108578)), ((-1.2064865, 53.2763263), (-1.182969, 53.2905717)), ((-1.1612513, 53.3108578), (-1.1610128, 53.3111063)), ((-1.2116484, 53.273255), (-1.2064865, 53.2763263)), ((-1.1610128, 53.3111063), (-1.1579218, 53.3143153)), ((-1.2153254, 53.26977), (-1.2116484, 53.273255)), ((-1.1579218, 53.3143153), (-1.1577719, 53.3144727)), ((-1.215522, 53.269467), (-1.2153254, 53.26977)), ((-1.1577719, 53.3144727), (-1.1557407, 53.3165817)), ((-1.2163319, 53.2630308), (-1.215522, 53.269467)), ((-1.1557407, 53.3165817), (-1.155468, 53.3168584)), ((-1.2163319, 53.2630308), (-1.2163012, 53.2628144)), ((-1.155468, 53.3168584), (-1.1554288, 53.3168984)), ((-1.2163012, 53.2628144), (-1.2108698, 53.2269743)), ((-1.1554288, 53.3168984), (-1.1482885, 53.3187601)), ((-1.2110034, 53.2266418), (-1.2108698, 53.2269743)), ((-1.1482885, 53.3187601), (-1.1450093, 53.3180961)), ((-1.2111935, 53.2261924), (-1.2110034, 53.2266418)), ((-1.2112714, 53.2259991), (-1.2111935, 53.2261924)), ((-1.2112714, 53.2259991), (-1.2024215, 53.2035957)), ((-1.2036203, 53.2096571), (-1.2024215, 53.2035957)), ((-1.3427546, 53.0661714), (-1.2036203, 53.2096571))]",115,Gauge 10,864,864 (100.0%),0 (0.0%),0 (0.0%),0,0
268,10,"[((-2.6177773, 53.4529409), (-2.6148704, 53.4530696)), ((-2.6148704, 53.4530696), (-2.6141241, 53.453102)), ((-2.6181693, 53.4529237), (-2.6177773, 53.4529409)), ((-2.6141241, 53.453102), (-2.6071834, 53.4534845)), ((-2.6323483, 53.4520721), (-2.6181693, 53.4529237)), ((-2.6071834, 53.4534845), (-2.6070273, 53.4534977)), ((-2.6325323, 53.4520496), (-2.6323483, 53.4520721)), ((-2.6070273, 53.4534977), (-2.6014606, 53.454191)), ((-2.6330366, 53.4519881), (-2.6325323, 53.4520496)), ((-2.6347852, 53.4498411), (-2.6330366, 53.4519881))]",115,Gauge 6,5211,5096 (97.8%),115 (2.2%),0 (0.0%),2.70,2.9
268,10,"[((-2.6177773, 53.4529409), (-2.6148704, 53.4530696)), ((-2.6148704, 53.4530696), (-2.6141241, 53.453102)), ((-2.6181693, 53.4529237), (-2.6177773, 53.4529409)), ((-2.6141241, 53.453102), (-2.6071834, 53.4534845)), ((-2.6323483, 53.4520721), (-2.6181693, 53.4529237)), ((-2.6071834, 53.4534845), (-2.6070273, 53.4534977)), ((-2.6325323, 53.4520496), (-2.6323483, 53.4520721)), ((-2.6070273, 53.4534977), (-2.6014606, 53.454191)), ((-2.6330366, 53.4519881), (-2.6325323, 53.4520496)), ((-2.6347852, 53.4498411), (-2.6330366, 53.4519881))]",115,Gauge 10,864,850 (98.4%),14 (1.6%),0 (0.0%),2.32,7.5
269,7,"[((1.1268808, 52.0585815), (1.127102, 52.0582631)), ((1.127102, 52.0582631), (1.1278529, 52.0574425)), ((1.1261828, 52.0599241), (1.1268808, 52.0585815)), ((1.1278529, 52.0574425), (1.1284679, 52.0569248)), ((1.1259003, 52.0625391), (1.1261828, 52.0599241)), ((1.1259003, 52.0625391), (1.1260746, 52.0638221)), ((1.1260746, 52.0638221), (1.1261015, 52.0639324))]",115,Gauge 6,5211,5096 (97.8%),115 (2.2%),0 (0.0%),1.07,1.8
269,7,"[((1.1268808, 52.0585815), (1.127102, 52.0582631)), ((1.127102, 52.0582631), (1.1278529, 52.0574425)), ((1.1261828, 52.0599241), (1.1268808, 52.0585815)), ((1.1278529, 52.0574425), (1.1284679, 52.0569248)), ((1.1259003, 52.0625391), (1.1261828, 52.0599241)), ((1.1259003, 52.0625391), (1.1260746, 52.0638221)), ((1.1260746, 52.0638221), (1.1261015, 52.0639324))]",115,Gauge 10,864,864 (100.0%),0 (0.0%),0 (0.0%),0,0
270,2,"[((1.0509975, 51.9500376), (1.0549705, 51.9511611)), ((1.0484137, 51.9495024), (1.0509975, 51.9500376))]",115,Gauge 6,5211,5096 (97.8%),115 (2.2%),0 (0.0%),0.23,0.5
270,2,"[((1.0509975, 51.9500376), (1.0549705, 51.9511611)), ((1.0484137, 51.9495024), (1.0509975, 51.9500376))]",115,Gauge 10,864,861 (99.7%),3 (0.3%),0 (0.0%),0.23,2.0
271,2,"[((-2.1159156, 52.5867627), (-2.1155968, 52.5867217)), ((-2.1162969, 52.5867815), (-2.1159156, 52.5867627))]",115,Gauge 6,5211,5205 (99.9%),6 (0.1%),0 (0.0%),1.68,0.0
271,2,"[((-2.1159156, 52.5867627), (-2.1155968, 52.5867217)), ((-2.1162969, 52.5867815), (-2.1159156, 52.5867627))]",115,Gauge 10,864,858 (99.3%),6 (0.7%),0 (0.0%),2.05,5.0
272,1,"[((-2.1652206, 53.396664), (-2.1647968, 53.3971534))]",115,Gauge 6,5211,5124 (98.3%),87 (1.7%),0 (0.0%),0.01,1.0
272,1,"[((-2.1652206, 53.396664), (-2.1647968, 53.3971534))]",115,Gauge 10,864,864 (100.0%),0 (0.0%),0 (0.0%),0,0
273,14,"[((-1.3760214, 53.0609168), (-1.3758958, 53.0608257)), ((-1.3806742, 53.0634154), (-1.3760214, 53.0609168)), ((-1.3758958, 53.0608257), (-1.3491592, 53.0644322)), ((-1.3808289, 53.0634557), (-1.3806742, 53.0634154)), ((-1.3491592, 53.0644322), (-1.3488947, 53.0644769)), ((-1.3810452, 53.0635163), (-1.3808289, 53.0634557)), ((-1.3488947, 53.0644769), (-1.3484913, 53.064545)), ((-1.4025015, 53.0632357), (-1.3810452, 53.0635163)), ((-1.3484913, 53.064545), (-1.3427546, 53.0661714)), ((-1.4040656, 53.0631621), (-1.4025015, 53.0632357)), ((-1.4043271, 53.0631544), (-1.4040656, 53.0631621)), ((-1.4061447, 53.0630808), (-1.4043271, 53.0631544)), ((np.float64(-1.4105784), np.float64(53.0629096)), (-1.4061447, 53.0630808)), ((-1.4856328, 52.9873863), (np.float64(-1.4105784), np.float64(53.0629096)))]",114,Gauge 6,5211,5043 (96.8%),168 (3.2%),0 (0.0%),3.87,21.2
273,14,"[((-1.3760214, 53.0609168), (-1.3758958, 53.0608257)), ((-1.3806742, 53.0634154), (-1.3760214, 53.0609168)), ((-1.3758958, 53.0608257), (-1.3491592, 53.0644322)), ((-1.3808289, 53.0634557), (-1.3806742, 53.0634154)), ((-1.3491592, 53.0644322), (-1.3488947, 53.0644769)), ((-1.3810452, 53.0635163), (-1.3808289, 53.0634557)), ((-1.3488947, 53.0644769), (-1.3484913, 53.064545)), ((-1.4025015, 53.0632357), (-1.3810452, 53.0635163)), ((-1.3484913, 53.064545), (-1.3427546, 53.0661714)), ((-1.4040656, 53.0631621), (-1.4025015, 53.0632357)), ((-1.4043271, 53.0631544), (-1.4040656, 53.0631621)), ((-1.4061447, 53.0630808), (-1.4043271, 53.0631544)), ((np.float64(-1.4105784), np.float64(53.0629096)), (-1.4061447, 53.0630808)), ((-1.4856328, 52.9873863), (np.float64(-1.4105784), np.float64(53.0629096)))]",114,Gauge 10,864,864 (100.0%),0 (0.0%),0 (0.0%),0,0
274,4,"[((0.3272911, 51.4420955), (0.3291944, 51.441736)), ((0.3291944, 51.441736), (0.3307292, 51.4412581)), ((0.3307292, 51.4412581), (0.3309366, 51.441159)), ((0.3309366, 51.441159), (0.3317701, 51.4407321))]",114,Gauge 6,5211,5098 (97.8%),113 (2.2%),0 (0.0%),0.00,1.0
274,4,"[((0.3272911, 51.4420955), (0.3291944, 51.441736)), ((0.3291944, 51.441736), (0.3307292, 51.4412581)), ((0.3307292, 51.4412581), (0.3309366, 51.441159)), ((0.3309366, 51.441159), (0.3317701, 51.4407321))]",114,Gauge 10,864,864 (100.0%),0 (0.0%),0 (0.0%),0,0
275,5,"[((-2.1204519, 52.8018576), (-2.1169204, 52.7984308)), ((-2.1169204, 52.7984308), (-2.1165034, 52.7979652)), ((-2.1253685, 52.8055745), (-2.1204519, 52.8018576)), ((-2.1266868, 52.8064273), (-2.1253685, 52.8055745)), ((-2.1298729, 52.8082264), (-2.1266868, 52.8064273))]",114,Gauge 6,5211,5144 (98.7%),67 (1.3%),0 (0.0%),1.77,8.6
275,5,"[((-2.1204519, 52.8018576), (-2.1169204, 52.7984308)), ((-2.1169204, 52.7984308), (-2.1165034, 52.7979652)), ((-2.1253685, 52.8055745), (-2.1204519, 52.8018576)), ((-2.1266868, 52.8064273), (-2.1253685, 52.8055745)), ((-2.1298729, 52.8082264), (-2.1266868, 52.8064273))]",114,Gauge 10,864,858 (99.3%),6 (0.7%),0 (0.0%),7.00,28.7
276,4,"[((-2.1266508, 52.8064486), (-2.1263929, 52.8062885)), ((-2.1263929, 52.8062885), (-2.1168668, 52.7984485)), ((-2.1294505, 52.8080389), (-2.1266508, 52.8064486)), ((-2.1168668, 52.7984485), (-2.1164839, 52.7980109))]",114,Gauge 6,5211,5175 (99.3%),36 (0.7%),0 (0.0%),0.88,18.6
276,4,"[((-2.1266508, 52.8064486), (-2.1263929, 52.8062885)), ((-2.1263929, 52.8062885), (-2.1168668, 52.7984485)), ((-2.1294505, 52.8080389), (-2.1266508, 52.8064486)), ((-2.1168668, 52.7984485), (-2.1164839, 52.7980109))]",114,Gauge 10,864,850 (98.4%),14 (1.6%),0 (0.0%),0.82,19.6
277,1,"[((-1.2450539, 52.3781396), (-1.2429019, 52.3774957))]",114,Gauge 6,5211,5174 (99.3%),37 (0.7%),0 (0.0%),0.41,1.1
277,1,"[((-1.2450539, 52.3781396), (-1.2429019, 52.3774957))]",114,Gauge 10,864,856 (99.1%),8 (0.9%),0 (0.0%),0.59,1.6
278,46,"[((-1.3444652, 53.060309), (-1.3443211, 53.0606803)), ((-1.3444652, 53.060309), (-1.3434723, 53.0553015)), ((-1.3443211, 53.0606803), (-1.3434942, 53.063277)), ((-1.3434723, 53.0553015), (-1.3368597, 53.0381461)), ((-1.3434942, 53.063277), (-1.3434268, 53.0634907)), ((-1.3368597, 53.0381461), (-1.3368447, 53.0380928)), ((-1.3434268, 53.0634907), (-1.3408914, 53.0710381)), ((-1.3368447, 53.0380928), (-1.3356653, 53.0339056)), ((-1.3408914, 53.0710381), (-1.3407048, 53.0717856)), ((-1.3356653, 53.0339056), (-1.3356477, 53.0338434)), ((-1.3407048, 53.0717856), (-1.3404825, 53.0732023)), ((-1.3356477, 53.0338434), (-1.3323829, 53.0225996)), ((-1.3404825, 53.0732023), (-1.340455, 53.0736045)), ((-1.3323829, 53.0225996), (-1.3311754, 53.0185062)), ((-1.3443351, 53.080411), (-1.340455, 53.0736045)), ((-1.3311754, 53.0185062), (-1.3310608, 53.0180854)), ((-1.3448063, 53.0807467), (-1.3443351, 53.080411)), ((-1.3450301, 53.0808877), (-1.3448063, 53.0807467)), ((-1.3588221, 53.0894336), (-1.3450301, 53.0808877)), ((-1.3652399, 53.09516), (-1.3588221, 53.0894336)), ((-1.3695724, 53.1110395), (-1.3652399, 53.09516)), ((-1.3695724, 53.1110395), (-1.3694858, 53.1115001)), ((-1.3694858, 53.1115001), (-1.3688291, 53.1148807)), ((-1.3688291, 53.1148807), (-1.3688016, 53.1150236)), ((-1.3688016, 53.1150236), (-1.3686069, 53.1238591)), ((-1.3686084, 53.1239877), (-1.3686069, 53.1238591)), ((-1.3747598, 53.1374619), (-1.3686084, 53.1239877)), ((-1.3752008, 53.1377418), (-1.3747598, 53.1374619)), ((-1.3772671, 53.1389239), (-1.3752008, 53.1377418)), ((-1.377728, 53.1391481), (-1.3772671, 53.1389239)), ((-1.3915575, 53.1599001), (-1.377728, 53.1391481)), ((-1.3915575, 53.1599001), (-1.39124, 53.1659651)), ((-1.3990656, 53.1748942), (-1.39124, 53.1659651)), ((-1.4011737, 53.1810671), (-1.3990656, 53.1748942)), ((-1.4011737, 53.1810671), (-1.400571, 53.1836913)), ((-1.4005726, 53.1847443), (-1.400571, 53.1836913)), ((-1.400584, 53.1848768), (-1.4005726, 53.1847443)), ((-1.4043808, 53.1955253), (-1.400584, 53.1848768)), ((-1.4060849, 53.1994144), (-1.4043808, 53.1955253)), ((-1.4061683, 53.1995953), (-1.4060849, 53.1994144)), ((-1.4138528, 53.2101382), (-1.4061683, 53.1995953)), ((-1.4139698, 53.2102665), (-1.4138528, 53.2101382)), ((-1.4168413, 53.2138603), (-1.4139698, 53.2102665)), ((-1.4202314, 53.2202954), (-1.4168413, 53.2138603)), ((-1.4202835, 53.2204531), (-1.4202314, 53.2202954)), ((-1.421051, 53.2232768), (-1.4202835, 53.2204531))]",113,Gauge 6,5211,5118 (98.2%),93 (1.8%),0 (0.0%),2.62,4.0
278,46,"[((-1.3444652, 53.060309), (-1.3443211, 53.0606803)), ((-1.3444652, 53.060309), (-1.3434723, 53.0553015)), ((-1.3443211, 53.0606803), (-1.3434942, 53.063277)), ((-1.3434723, 53.0553015), (-1.3368597, 53.0381461)), ((-1.3434942, 53.063277), (-1.3434268, 53.0634907)), ((-1.3368597, 53.0381461), (-1.3368447, 53.0380928)), ((-1.3434268, 53.0634907), (-1.3408914, 53.0710381)), ((-1.3368447, 53.0380928), (-1.3356653, 53.0339056)), ((-1.3408914, 53.0710381), (-1.3407048, 53.0717856)), ((-1.3356653, 53.0339056), (-1.3356477, 53.0338434)), ((-1.3407048, 53.0717856), (-1.3404825, 53.0732023)), ((-1.3356477, 53.0338434), (-1.3323829, 53.0225996)), ((-1.3404825, 53.0732023), (-1.340455, 53.0736045)), ((-1.3323829, 53.0225996), (-1.3311754, 53.0185062)), ((-1.3443351, 53.080411), (-1.340455, 53.0736045)), ((-1.3311754, 53.0185062), (-1.3310608, 53.0180854)), ((-1.3448063, 53.0807467), (-1.3443351, 53.080411)), ((-1.3450301, 53.0808877), (-1.3448063, 53.0807467)), ((-1.3588221, 53.0894336), (-1.3450301, 53.0808877)), ((-1.3652399, 53.09516), (-1.3588221, 53.0894336)), ((-1.3695724, 53.1110395), (-1.3652399, 53.09516)), ((-1.3695724, 53.1110395), (-1.3694858, 53.1115001)), ((-1.3694858, 53.1115001), (-1.3688291, 53.1148807)), ((-1.3688291, 53.1148807), (-1.3688016, 53.1150236)), ((-1.3688016, 53.1150236), (-1.3686069, 53.1238591)), ((-1.3686084, 53.1239877), (-1.3686069, 53.1238591)), ((-1.3747598, 53.1374619), (-1.3686084, 53.1239877)), ((-1.3752008, 53.1377418), (-1.3747598, 53.1374619)), ((-1.3772671, 53.1389239), (-1.3752008, 53.1377418)), ((-1.377728, 53.1391481), (-1.3772671, 53.1389239)), ((-1.3915575, 53.1599001), (-1.377728, 53.1391481)), ((-1.3915575, 53.1599001), (-1.39124, 53.1659651)), ((-1.3990656, 53.1748942), (-1.39124, 53.1659651)), ((-1.4011737, 53.1810671), (-1.3990656, 53.1748942)), ((-1.4011737, 53.1810671), (-1.400571, 53.1836913)), ((-1.4005726, 53.1847443), (-1.400571, 53.1836913)), ((-1.400584, 53.1848768), (-1.4005726, 53.1847443)), ((-1.4043808, 53.1955253), (-1.400584, 53.1848768)), ((-1.4060849, 53.1994144), (-1.4043808, 53.1955253)), ((-1.4061683, 53.1995953), (-1.4060849, 53.1994144)), ((-1.4138528, 53.2101382), (-1.4061683, 53.1995953)), ((-1.4139698, 53.2102665), (-1.4138528, 53.2101382)), ((-1.4168413, 53.2138603), (-1.4139698, 53.2102665)), ((-1.4202314, 53.2202954), (-1.4168413, 53.2138603)), ((-1.4202835, 53.2204531), (-1.4202314, 53.2202954)), ((-1.421051, 53.2232768), (-1.4202835, 53.2204531))]",113,Gauge 10,864,864 (100.0%),0 (0.0%),0 (0.0%),0,0
279,29,"[((-3.0313446, 51.5731312), (-3.0214756, 51.5704962)), ((-3.0214756, 51.5704962), (-3.0127611, 51.574353)), ((-3.0322821, 51.5749015), (-3.0313446, 51.5731312)), ((-3.0127611, 51.574353), (-3.0085851, 51.5763438)), ((-3.0322948, 51.5748426), (-3.0322821, 51.5749015)), ((-3.0085851, 51.5763438), (-3.0069966, 51.5785474)), ((-3.0326844, 51.5752264), (-3.0322948, 51.5748426)), ((-3.0069966, 51.5785474), (-3.0061363, 51.5800519)), ((-3.0367406, 51.5780979), (-3.0326844, 51.5752264)), ((-3.0061363, 51.5800519), (-3.0027151, 51.5859173)), ((-3.0378031, 51.5787203), (-3.0367406, 51.5780979)), ((-3.0027151, 51.5859173), (-3.0023847, 51.5865339)), ((-3.0380393, 51.5788698), (-3.0378031, 51.5787203)), ((-3.041909, 51.5792666), (-3.0380393, 51.5788698)), ((-3.0424797, 51.5791706), (-3.041909, 51.5792666)), ((-3.0427856, 51.5791182), (-3.0424797, 51.5791706)), ((-3.0436492, 51.578965), (-3.0427856, 51.5791182)), ((-3.0519839, 51.5809596), (-3.0436492, 51.578965)), ((-3.0575696, 51.5814321), (-3.0519839, 51.5809596)), ((-3.0686287, 51.5802805), (-3.0575696, 51.5814321)), ((-3.0687576, 51.580306), (-3.0686287, 51.5802805)), ((np.float64(-3.1029516), np.float64(51.5833069)), (-3.0687576, 51.580306)), ((-3.1344087, 51.4986339), (np.float64(-3.1029516), np.float64(51.5833069))), ((-3.1356521, 51.4980145), (-3.1344087, 51.4986339)), ((np.float64(-3.1363529), np.float64(51.4977099)), (-3.1356521, 51.4980145)), ((-3.1363978, 51.4977875), (np.float64(-3.1363529), np.float64(51.4977099))), ((-3.1711972, 51.4772814), (-3.1363978, 51.4977875)), ((-3.1724319, 51.4769161), (-3.1711972, 51.4772814)), ((-3.1733523, 51.4766388), (-3.1724319, 51.4769161))]",113,Gauge 6,5211,5101 (97.9%),110 (2.1%),0 (0.0%),0.45,0.2
